entity_type,country_code,account_currency,payment_method,local_clearing_system
PERSONAL,ID,SGD,SWIFT,
COMPANY,ID,SGD,SWIFT,
PERSONAL,IN,NZD,SWIFT,
COMPANY,IN,NZD,SWIFT,
PERSONAL,IS,GBP,SWIFT,
COMPANY,IS,GBP,SWIFT,
PERSONAL,IS,USD,SWIFT,
COMPANY,IS,USD,SWIFT,
PERSONAL,IT,AUD,SWIFT,
COMPANY,IT,AUD,SWIFT,
PERSONAL,JM,SGD,SWIFT,
COMPANY,JM,SGD,SWIFT,
PERSONAL,JP,THB,SWIFT,
COMPANY,JP,THB,SWIFT,
PERSONAL,KG,EUR,SWIFT,
COMPANY,KG,EUR,SWIFT,
PERSONAL,KH,AUD,SWIFT,
COMPANY,KH,AUD,SWIFT,
PERSONAL,LU,CNY,SWIFT,
COMPANY,LU,CNY,SWIFT,
PERSONAL,MC,SGD,SWIFT,
COMPANY,MC,SGD,SWIFT,
PERSONAL,MT,CAD,SWIFT,
COMPANY,MT,CAD,SWIFT,
PERSONAL,MY,GBP,SWIFT,
COMPANY,MY,GBP,SWIFT,
PERSONAL,NA,CHF,SWIFT,
COMPANY,NA,CHF,SWIFT,
PERSONAL,OM,NZD,SWIFT,
COMPANY,OM,NZD,SWIFT,
PERSONAL,PE,CAD,SWIFT,
COMPANY,PE,CAD,SWIFT,
PERSONAL,PH,GBP,SWIFT,
COMPANY,PH,GBP,SWIFT,
PERSONAL,PL,CAD,SWIFT,
COMPANY,PL,CAD,SWIFT,
PERSONAL,PT,HKD,SWIFT,
COMPANY,PT,HKD,SWIFT,
PERSONAL,QA,NZD,SWIFT,
COMPANY,QA,NZD,SWIFT,
PERSONAL,SC,THB,SWIFT,
COMPANY,SC,THB,SWIFT,
PERSONAL,SE,CHF,SWIFT,
COMPANY,SE,CHF,SWIFT,
PERSONAL,SG,CHF,SWIFT,
COMPANY,SG,CHF,SWIFT,
PERSONAL,SI,SGD,SWIFT,
COMPANY,SI,SGD,SWIFT,
PERSONAL,SK,CAD,SWIFT,
COMPANY,SK,CAD,SWIFT,
PERSONAL,SK,HKD,SWIFT,
COMPANY,SK,HKD,SWIFT,
PERSONAL,SM,CHF,SWIFT,
COMPANY,SM,CHF,SWIFT,
PERSONAL,SV,CHF,SWIFT,
COMPANY,SV,CHF,SWIFT,
PERSONAL,TW,EUR,SWIFT,
COMPANY,TW,EUR,SWIFT,
PERSONAL,UA,JPY,SWIFT,
COMPANY,UA,JPY,SWIFT,
PERSONAL,UZ,JPY,SWIFT,
COMPANY,UZ,JPY,SWIFT,
PERSONAL,VN,EUR,SWIFT,
COMPANY,VN,EUR,SWIFT,
PERSONAL,AU,CNY,SWIFT,
COMPANY,AU,CNY,SWIFT,
PERSONAL,BA,USD,SWIFT,
COMPANY,BA,USD,SWIFT,
PERSONAL,BD,HKD,SWIFT,
COMPANY,BD,HKD,SWIFT,
PERSONAL,BH,AUD,SWIFT,
COMPANY,BH,AUD,SWIFT,
PERSONAL,CA,THB,SWIFT,
COMPANY,CA,THB,SWIFT,
PERSONAL,CR,CNY,SWIFT,
COMPANY,CR,CNY,SWIFT,
PERSONAL,CR,THB,SWIFT,
COMPANY,CR,THB,SWIFT,
PERSONAL,DZ,GBP,SWIFT,
COMPANY,DZ,GBP,SWIFT,
PERSONAL,DZ,NZD,SWIFT,
COMPANY,DZ,NZD,SWIFT,
PERSONAL,EG,USD,SWIFT,
COMPANY,EG,USD,SWIFT,
PERSONAL,GD,THB,SWIFT,
COMPANY,GD,THB,SWIFT,
PERSONAL,GE,AUD,SWIFT,
COMPANY,GE,AUD,SWIFT,
PERSONAL,HN,CAD,SWIFT,
COMPANY,HN,CAD,SWIFT,
PERSONAL,IT,EUR,LOCAL SWIFT,
COMPANY,IT,EUR,LOCAL SWIFT,
PERSONAL,JE,JPY,SWIFT,
COMPANY,JE,JPY,SWIFT,
PERSONAL,KR,AUD,SWIFT,
COMPANY,KR,AUD,SWIFT,
PERSONAL,KR,THB,SWIFT,
COMPANY,KR,THB,SWIFT,
PERSONAL,KW,CNY,SWIFT,
COMPANY,KW,CNY,SWIFT,
PERSONAL,KW,SGD,SWIFT,
COMPANY,KW,SGD,SWIFT,
PERSONAL,LB,AUD,SWIFT,
COMPANY,LB,AUD,SWIFT,
PERSONAL,LT,GBP,SWIFT,
COMPANY,LT,GBP,SWIFT,
PERSONAL,MC,JPY,SWIFT,
COMPANY,MC,JPY,SWIFT,
PERSONAL,NI,CHF,SWIFT,
COMPANY,NI,CHF,SWIFT,
PERSONAL,NO,EUR,LOCAL SWIFT,
COMPANY,NO,EUR,LOCAL SWIFT,
PERSONAL,NO,USD,SWIFT,
COMPANY,NO,USD,SWIFT,
PERSONAL,PA,USD,SWIFT,
COMPANY,PA,USD,SWIFT,
PERSONAL,RU,JPY,SWIFT,
COMPANY,RU,JPY,SWIFT,
PERSONAL,TN,CAD,SWIFT,
COMPANY,TN,CAD,SWIFT,
PERSONAL,TR,JPY,SWIFT,
COMPANY,TR,JPY,SWIFT,
PERSONAL,US,AUD,SWIFT,
COMPANY,US,AUD,SWIFT,
PERSONAL,ZA,HKD,SWIFT,
COMPANY,ZA,HKD,SWIFT,
PERSONAL,ZM,CNY,SWIFT,
COMPANY,ZM,CNY,SWIFT,
PERSONAL,AG,EUR,SWIFT,
COMPANY,AG,EUR,SWIFT,
PERSONAL,BD,SGD,SWIFT,
COMPANY,BD,SGD,SWIFT,
PERSONAL,BO,CHF,SWIFT,
COMPANY,BO,CHF,SWIFT,
PERSONAL,BR,CHF,SWIFT,
COMPANY,BR,CHF,SWIFT,
PERSONAL,BZ,EUR,SWIFT,
COMPANY,BZ,EUR,SWIFT,
PERSONAL,CW,SGD,SWIFT,
COMPANY,CW,SGD,SWIFT,
PERSONAL,ES,GBP,SWIFT,
COMPANY,ES,GBP,SWIFT,
PERSONAL,GB,USD,SWIFT,
COMPANY,GB,USD,SWIFT,
PERSONAL,GQ,CHF,SWIFT,
COMPANY,GQ,CHF,SWIFT,
PERSONAL,GT,NZD,SWIFT,
COMPANY,GT,NZD,SWIFT,
PERSONAL,HK,CNY,LOCAL,ACH
PERSONAL,HK,CNY,LOCAL,FPS
PERSONAL,HK,CNY,LOCAL,RTGS
COMPANY,HK,CNY,LOCAL,ACH
COMPANY,HK,CNY,LOCAL,FPS
COMPANY,HK,CNY,LOCAL,RTGS
COMPANY,HK,CNY,SWIFT,
PERSONAL,HK,CNY,SWIFT,
PERSONAL,HK,NZD,SWIFT,
COMPANY,HK,NZD,SWIFT,
PERSONAL,HR,CAD,SWIFT,
COMPANY,HR,CAD,SWIFT,
PERSONAL,ID,JPY,SWIFT,
COMPANY,ID,JPY,SWIFT,
PERSONAL,IL,SGD,SWIFT,
COMPANY,IL,SGD,SWIFT,
PERSONAL,IM,THB,SWIFT,
COMPANY,IM,THB,SWIFT,
PERSONAL,IN,HKD,SWIFT,
COMPANY,IN,HKD,SWIFT,
PERSONAL,IN,SGD,SWIFT,
COMPANY,IN,SGD,SWIFT,
PERSONAL,IS,EUR,LOCAL SWIFT,
COMPANY,IS,EUR,LOCAL SWIFT,
PERSONAL,IS,SGD,SWIFT,
COMPANY,IS,SGD,SWIFT,
PERSONAL,JM,THB,SWIFT,
COMPANY,JM,THB,SWIFT,
PERSONAL,JO,SGD,SWIFT,
COMPANY,JO,SGD,SWIFT,
PERSONAL,KZ,NZD,SWIFT,
COMPANY,KZ,NZD,SWIFT,
PERSONAL,LK,HKD,SWIFT,
COMPANY,LK,HKD,SWIFT,
PERSONAL,LT,CNY,SWIFT,
COMPANY,LT,CNY,SWIFT,
PERSONAL,MA,AUD,SWIFT,
COMPANY,MA,AUD,SWIFT,
PERSONAL,MC,CNY,SWIFT,
COMPANY,MC,CNY,SWIFT,
PERSONAL,MT,AUD,SWIFT,
COMPANY,MT,AUD,SWIFT,
PERSONAL,MT,NZD,SWIFT,
COMPANY,MT,NZD,SWIFT,
PERSONAL,MX,CNY,SWIFT,
COMPANY,MX,CNY,SWIFT,
PERSONAL,MY,EUR,SWIFT,
COMPANY,MY,EUR,SWIFT,
PERSONAL,MY,USD,SWIFT,
COMPANY,MY,USD,SWIFT,
PERSONAL,NA,SGD,SWIFT,
COMPANY,NA,SGD,SWIFT,
PERSONAL,PH,NZD,SWIFT,
COMPANY,PH,NZD,SWIFT,
PERSONAL,PK,SGD,SWIFT,
COMPANY,PK,SGD,SWIFT,
PERSONAL,TJ,EUR,SWIFT,
COMPANY,TJ,EUR,SWIFT,
PERSONAL,UZ,CNY,SWIFT,
COMPANY,UZ,CNY,SWIFT,
PERSONAL,ZM,GBP,SWIFT,
COMPANY,ZM,GBP,SWIFT,
PERSONAL,ZM,CHF,SWIFT,
COMPANY,ZM,CHF,SWIFT,
PERSONAL,AE,CNY,SWIFT,
COMPANY,AE,CNY,SWIFT,
PERSONAL,AL,GBP,SWIFT,
COMPANY,AL,GBP,SWIFT,
PERSONAL,AO,CAD,SWIFT,
COMPANY,AO,CAD,SWIFT,
PERSONAL,AR,CAD,SWIFT,
COMPANY,AR,CAD,SWIFT,
PERSONAL,AT,THB,SWIFT,
COMPANY,AT,THB,SWIFT,
PERSONAL,BH,CAD,SWIFT,
COMPANY,BH,CAD,SWIFT,
PERSONAL,BH,SGD,SWIFT,
COMPANY,BH,SGD,SWIFT,
PERSONAL,BR,CAD,SWIFT,
COMPANY,BR,CAD,SWIFT,
PERSONAL,CL,AUD,SWIFT,
COMPANY,CL,AUD,SWIFT,
PERSONAL,DM,EUR,SWIFT,
COMPANY,DM,EUR,SWIFT,
PERSONAL,DZ,EUR,SWIFT,
COMPANY,DZ,EUR,SWIFT,
PERSONAL,EC,THB,SWIFT,
COMPANY,EC,THB,SWIFT,
PERSONAL,EE,USD,SWIFT,
COMPANY,EE,USD,SWIFT,
PERSONAL,EG,THB,SWIFT,
COMPANY,EG,THB,SWIFT,
PERSONAL,ES,HKD,SWIFT,
COMPANY,ES,HKD,SWIFT,
PERSONAL,ES,NZD,SWIFT,
COMPANY,ES,NZD,SWIFT,
PERSONAL,GE,SGD,SWIFT,
COMPANY,GE,SGD,SWIFT,
PERSONAL,GG,CHF,SWIFT,
COMPANY,GG,CHF,SWIFT,
PERSONAL,GI,NZD,SWIFT,
COMPANY,GI,NZD,SWIFT,
PERSONAL,IM,JPY,SWIFT,
COMPANY,IM,JPY,SWIFT,
PERSONAL,KW,AUD,SWIFT,
COMPANY,KW,AUD,SWIFT,
PERSONAL,LI,CAD,SWIFT,
COMPANY,LI,CAD,SWIFT,
PERSONAL,LU,NZD,SWIFT,
COMPANY,LU,NZD,SWIFT,
PERSONAL,LV,EUR,LOCAL SWIFT,
COMPANY,LV,EUR,LOCAL SWIFT,
PERSONAL,MC,CAD,SWIFT,
COMPANY,MC,CAD,SWIFT,
PERSONAL,MC,USD,SWIFT,
COMPANY,MC,USD,SWIFT,
PERSONAL,ME,CAD,SWIFT,
COMPANY,ME,CAD,SWIFT,
PERSONAL,MT,USD,SWIFT,
COMPANY,MT,USD,SWIFT,
PERSONAL,MX,HKD,SWIFT,
COMPANY,MX,HKD,SWIFT,
PERSONAL,MX,NZD,SWIFT,
COMPANY,MX,NZD,SWIFT,
PERSONAL,NA,GBP,SWIFT,
COMPANY,NA,GBP,SWIFT,
PERSONAL,NA,NZD,SWIFT,
COMPANY,NA,NZD,SWIFT,
PERSONAL,NL,JPY,SWIFT,
COMPANY,NL,JPY,SWIFT,
PERSONAL,VU,AUD,SWIFT,
COMPANY,VU,AUD,SWIFT,
PERSONAL,VU,SGD,SWIFT,
COMPANY,VU,SGD,SWIFT,
PERSONAL,AO,USD,SWIFT,
COMPANY,AO,USD,SWIFT,
PERSONAL,AT,EUR,LOCAL SWIFT,
COMPANY,AT,EUR,LOCAL SWIFT,
PERSONAL,BE,CAD,SWIFT,
COMPANY,BE,CAD,SWIFT,
PERSONAL,CN,NZD,SWIFT,
COMPANY,CN,NZD,SWIFT,
PERSONAL,CN,USD,SWIFT,
COMPANY,CN,USD,SWIFT,
PERSONAL,CR,CHF,SWIFT,
COMPANY,CR,CHF,SWIFT,
PERSONAL,CW,EUR,SWIFT,
COMPANY,CW,EUR,SWIFT,
PERSONAL,DK,EUR,LOCAL SWIFT,
COMPANY,DK,EUR,LOCAL SWIFT,
PERSONAL,EE,HKD,SWIFT,
COMPANY,EE,HKD,SWIFT,
PERSONAL,FI,JPY,SWIFT,
COMPANY,FI,JPY,SWIFT,
PERSONAL,FI,CHF,SWIFT,
COMPANY,FI,CHF,SWIFT,
PERSONAL,FR,CNY,SWIFT,
COMPANY,FR,CNY,SWIFT,
PERSONAL,FR,SGD,SWIFT,
COMPANY,FR,SGD,SWIFT,
PERSONAL,GT,GBP,SWIFT,
COMPANY,GT,GBP,SWIFT,
PERSONAL,GY,CAD,SWIFT,
COMPANY,GY,CAD,SWIFT,
PERSONAL,IE,THB,SWIFT,
COMPANY,IE,THB,SWIFT,
PERSONAL,IL,NZD,SWIFT,
COMPANY,IL,NZD,SWIFT,
PERSONAL,IT,THB,SWIFT,
COMPANY,IT,THB,SWIFT,
PERSONAL,LU,CAD,SWIFT,
COMPANY,LU,CAD,SWIFT,
PERSONAL,LU,JPY,SWIFT,
COMPANY,LU,JPY,SWIFT,
PERSONAL,LU,THB,SWIFT,
COMPANY,LU,THB,SWIFT,
PERSONAL,MA,CNY,SWIFT,
COMPANY,MA,CNY,SWIFT,
PERSONAL,MO,GBP,SWIFT,
COMPANY,MO,GBP,SWIFT,
PERSONAL,PE,HKD,SWIFT,
COMPANY,PE,HKD,SWIFT,
PERSONAL,PT,SGD,SWIFT,
COMPANY,PT,SGD,SWIFT,
PERSONAL,PY,EUR,SWIFT,
COMPANY,PY,EUR,SWIFT,
PERSONAL,SC,USD,SWIFT,
COMPANY,SC,USD,SWIFT,
PERSONAL,TZ,HKD,SWIFT,
COMPANY,TZ,HKD,SWIFT,
PERSONAL,TW,SGD,SWIFT,
COMPANY,TW,SGD,SWIFT,
PERSONAL,UA,GBP,SWIFT,
COMPANY,UA,GBP,SWIFT,
PERSONAL,AD,GBP,SWIFT,
COMPANY,AD,GBP,SWIFT,
PERSONAL,AT,HKD,SWIFT,
COMPANY,AT,HKD,SWIFT,
PERSONAL,AT,NZD,SWIFT,
COMPANY,AT,NZD,SWIFT,
PERSONAL,BD,AUD,SWIFT,
COMPANY,BD,AUD,SWIFT,
PERSONAL,BD,USD,SWIFT,
COMPANY,BD,USD,SWIFT,
PERSONAL,BG,SGD,SWIFT,
COMPANY,BG,SGD,SWIFT,
PERSONAL,BH,CNY,SWIFT,
COMPANY,BH,CNY,SWIFT,
PERSONAL,BH,THB,SWIFT,
COMPANY,BH,THB,SWIFT,
PERSONAL,DZ,HKD,SWIFT,
COMPANY,DZ,HKD,SWIFT,
PERSONAL,GY,CHF,SWIFT,
COMPANY,GY,CHF,SWIFT,
PERSONAL,IE,HKD,SWIFT,
COMPANY,IE,HKD,SWIFT,
PERSONAL,JP,CHF,SWIFT,
COMPANY,JP,CHF,SWIFT,
PERSONAL,KE,CAD,SWIFT,
COMPANY,KE,CAD,SWIFT,
PERSONAL,LB,CAD,SWIFT,
COMPANY,LB,CAD,SWIFT,
PERSONAL,LK,CNY,SWIFT,
COMPANY,LK,CNY,SWIFT,
PERSONAL,NZ,CAD,SWIFT,
COMPANY,NZ,CAD,SWIFT,
PERSONAL,PL,CNY,SWIFT,
COMPANY,PL,CNY,SWIFT,
PERSONAL,PM,USD,SWIFT,
COMPANY,PM,USD,SWIFT,
PERSONAL,PR,HKD,SWIFT,
COMPANY,PR,HKD,SWIFT,
PERSONAL,RO,CAD,SWIFT,
COMPANY,RO,CAD,SWIFT,
PERSONAL,RO,JPY,SWIFT,
COMPANY,RO,JPY,SWIFT,
PERSONAL,RS,JPY,SWIFT,
COMPANY,RS,JPY,SWIFT,
PERSONAL,SC,NZD,SWIFT,
COMPANY,SC,NZD,SWIFT,
PERSONAL,SC,CHF,SWIFT,
COMPANY,SC,CHF,SWIFT,
PERSONAL,SE,EUR,LOCAL SWIFT,
COMPANY,SE,EUR,LOCAL SWIFT,
PERSONAL,TR,HKD,SWIFT,
COMPANY,TR,HKD,SWIFT,
PERSONAL,TW,CAD,SWIFT,
COMPANY,TW,CAD,SWIFT,
PERSONAL,UZ,THB,SWIFT,
COMPANY,UZ,THB,SWIFT,
PERSONAL,ZM,EUR,SWIFT,
COMPANY,ZM,EUR,SWIFT,
PERSONAL,AD,EUR,SWIFT,
COMPANY,AD,EUR,SWIFT,
PERSONAL,AL,NZD,SWIFT,
COMPANY,AL,NZD,SWIFT,
PERSONAL,AL,CHF,SWIFT,
COMPANY,AL,CHF,SWIFT,
PERSONAL,AM,GBP,SWIFT,
COMPANY,AM,GBP,SWIFT,
PERSONAL,AW,AUD,SWIFT,
COMPANY,AW,AUD,SWIFT,
PERSONAL,AZ,THB,SWIFT,
COMPANY,AZ,THB,SWIFT,
PERSONAL,BA,CNY,SWIFT,
COMPANY,BA,CNY,SWIFT,
PERSONAL,BE,CNY,SWIFT,
COMPANY,BE,CNY,SWIFT,
PERSONAL,CH,HKD,SWIFT,
COMPANY,CH,HKD,SWIFT,
PERSONAL,CH,THB,SWIFT,
COMPANY,CH,THB,SWIFT,
PERSONAL,CY,NZD,SWIFT,
COMPANY,CY,NZD,SWIFT,
PERSONAL,EG,CNY,SWIFT,
COMPANY,EG,CNY,SWIFT,
PERSONAL,GE,THB,SWIFT,
COMPANY,GE,THB,SWIFT,
PERSONAL,GT,CNY,SWIFT,
COMPANY,GT,CNY,SWIFT,
PERSONAL,HK,AUD,SWIFT,
COMPANY,HK,AUD,SWIFT,
PERSONAL,HR,HKD,SWIFT,
COMPANY,HR,HKD,SWIFT,
PERSONAL,HR,NZD,SWIFT,
COMPANY,HR,NZD,SWIFT,
PERSONAL,HU,EUR,LOCAL SWIFT,
COMPANY,HU,EUR,LOCAL SWIFT,
PERSONAL,KE,CNY,SWIFT,
COMPANY,KE,CNY,SWIFT,
PERSONAL,KE,NZD,SWIFT,
COMPANY,KE,NZD,SWIFT,
PERSONAL,KG,CNY,SWIFT,
COMPANY,KG,CNY,SWIFT,
PERSONAL,KH,HKD,SWIFT,
COMPANY,KH,HKD,SWIFT,
PERSONAL,KH,THB,SWIFT,
COMPANY,KH,THB,SWIFT,
PERSONAL,KR,USD,SWIFT,
COMPANY,KR,USD,SWIFT,
PERSONAL,LT,JPY,SWIFT,
COMPANY,LT,JPY,SWIFT,
PERSONAL,MC,AUD,SWIFT,
COMPANY,MC,AUD,SWIFT,
PERSONAL,MD,CHF,SWIFT,
COMPANY,MD,CHF,SWIFT,
PERSONAL,ME,EUR,SWIFT,
COMPANY,ME,EUR,SWIFT,
PERSONAL,MT,THB,SWIFT,
COMPANY,MT,THB,SWIFT,
PERSONAL,MU,CNY,SWIFT,
COMPANY,MU,CNY,SWIFT,
PERSONAL,MU,SGD,SWIFT,
COMPANY,MU,SGD,SWIFT,
PERSONAL,MY,THB,SWIFT,
COMPANY,MY,THB,SWIFT,
PERSONAL,NA,CNY,SWIFT,
COMPANY,NA,CNY,SWIFT,
PERSONAL,NO,JPY,SWIFT,
COMPANY,NO,JPY,SWIFT,
PERSONAL,NP,AUD,SWIFT,
COMPANY,NP,AUD,SWIFT,
PERSONAL,NP,SGD,SWIFT,
COMPANY,NP,SGD,SWIFT,
PERSONAL,NZ,USD,SWIFT,
COMPANY,NZ,USD,SWIFT,
PERSONAL,OM,EUR,SWIFT,
COMPANY,OM,EUR,SWIFT,
PERSONAL,RS,EUR,SWIFT,
COMPANY,RS,EUR,SWIFT,
PERSONAL,SM,THB,SWIFT,
COMPANY,SM,THB,SWIFT,
PERSONAL,SV,THB,SWIFT,
COMPANY,SV,THB,SWIFT,
PERSONAL,TH,NZD,SWIFT,
COMPANY,TH,NZD,SWIFT,
PERSONAL,TJ,HKD,SWIFT,
COMPANY,TJ,HKD,SWIFT,
PERSONAL,TJ,JPY,SWIFT,
COMPANY,TJ,JPY,SWIFT,
PERSONAL,AD,CAD,SWIFT,
COMPANY,AD,CAD,SWIFT,
PERSONAL,AG,GBP,SWIFT,
COMPANY,AG,GBP,SWIFT,
PERSONAL,AW,CAD,SWIFT,
COMPANY,AW,CAD,SWIFT,
PERSONAL,AW,JPY,SWIFT,
COMPANY,AW,JPY,SWIFT,
PERSONAL,BR,GBP,SWIFT,
COMPANY,BR,GBP,SWIFT,
PERSONAL,CH,CAD,SWIFT,
COMPANY,CH,CAD,SWIFT,
PERSONAL,CW,NZD,SWIFT,
COMPANY,CW,NZD,SWIFT,
PERSONAL,ES,CHF,SWIFT,
COMPANY,ES,CHF,SWIFT,
PERSONAL,FR,AUD,SWIFT,
COMPANY,FR,AUD,SWIFT,
PERSONAL,GB,EUR,LOCAL SWIFT,
COMPANY,GB,EUR,LOCAL SWIFT,
PERSONAL,GE,GBP,SWIFT,
COMPANY,GE,GBP,SWIFT,
PERSONAL,GI,JPY,SWIFT,
COMPANY,GI,JPY,SWIFT,
PERSONAL,GT,CHF,SWIFT,
COMPANY,GT,CHF,SWIFT,
PERSONAL,GY,CNY,SWIFT,
COMPANY,GY,CNY,SWIFT,
PERSONAL,HK,CAD,SWIFT,
COMPANY,HK,CAD,SWIFT,
PERSONAL,HU,CAD,SWIFT,
COMPANY,HU,CAD,SWIFT,
PERSONAL,IE,CHF,SWIFT,
COMPANY,IE,CHF,SWIFT,
PERSONAL,IS,AUD,SWIFT,
COMPANY,IS,AUD,SWIFT,
PERSONAL,LV,NZD,SWIFT,
COMPANY,LV,NZD,SWIFT,
PERSONAL,MT,JPY,SWIFT,
COMPANY,MT,JPY,SWIFT,
PERSONAL,MT,SGD,SWIFT,
COMPANY,MT,SGD,SWIFT,
PERSONAL,OM,JPY,SWIFT,
COMPANY,OM,JPY,SWIFT,
PERSONAL,PA,CAD,SWIFT,
COMPANY,PA,CAD,SWIFT,
PERSONAL,PL,SGD,SWIFT,
COMPANY,PL,SGD,SWIFT,
PERSONAL,SV,USD,SWIFT,
COMPANY,SV,USD,SWIFT,
PERSONAL,TH,AUD,SWIFT,
COMPANY,TH,AUD,SWIFT,
PERSONAL,TH,THB,LOCAL SWIFT,
COMPANY,TH,THB,LOCAL SWIFT,
PERSONAL,TJ,CAD,SWIFT,
COMPANY,TJ,CAD,SWIFT,
PERSONAL,TZ,NZD,SWIFT,
COMPANY,TZ,NZD,SWIFT,
PERSONAL,UG,CAD,SWIFT,
COMPANY,UG,CAD,SWIFT,
PERSONAL,AZ,EUR,SWIFT,
COMPANY,AZ,EUR,SWIFT,
PERSONAL,BD,CNY,SWIFT,
COMPANY,BD,CNY,SWIFT,
PERSONAL,BG,JPY,SWIFT,
COMPANY,BG,JPY,SWIFT,
PERSONAL,EE,SGD,SWIFT,
COMPANY,EE,SGD,SWIFT,
PERSONAL,GG,CAD,SWIFT,
COMPANY,GG,CAD,SWIFT,
PERSONAL,GI,CAD,SWIFT,
COMPANY,GI,CAD,SWIFT,
PERSONAL,GY,AUD,SWIFT,
COMPANY,GY,AUD,SWIFT,
PERSONAL,GY,GBP,SWIFT,
COMPANY,GY,GBP,SWIFT,
PERSONAL,IL,CNY,SWIFT,
COMPANY,IL,CNY,SWIFT,
PERSONAL,IM,AUD,SWIFT,
COMPANY,IM,AUD,SWIFT,
PERSONAL,JO,CAD,SWIFT,
COMPANY,JO,CAD,SWIFT,
PERSONAL,KG,GBP,SWIFT,
COMPANY,KG,GBP,SWIFT,
PERSONAL,KG,SGD,SWIFT,
COMPANY,KG,SGD,SWIFT,
PERSONAL,KH,NZD,SWIFT,
COMPANY,KH,NZD,SWIFT,
PERSONAL,KZ,EUR,SWIFT,
COMPANY,KZ,EUR,SWIFT,
PERSONAL,LB,CNY,SWIFT,
COMPANY,LB,CNY,SWIFT,
PERSONAL,LB,THB,SWIFT,
COMPANY,LB,THB,SWIFT,
PERSONAL,LI,EUR,LOCAL SWIFT,
COMPANY,LI,EUR,LOCAL SWIFT,
PERSONAL,LU,HKD,SWIFT,
COMPANY,LU,HKD,SWIFT,
PERSONAL,MK,EUR,SWIFT,
COMPANY,MK,EUR,SWIFT,
PERSONAL,MT,EUR,LOCAL SWIFT,
COMPANY,MT,EUR,LOCAL SWIFT,
PERSONAL,MT,CHF,SWIFT,
COMPANY,MT,CHF,SWIFT,
PERSONAL,MV,CNY,SWIFT,
COMPANY,MV,CNY,SWIFT,
PERSONAL,NG,HKD,SWIFT,
COMPANY,NG,HKD,SWIFT,
PERSONAL,NI,GBP,SWIFT,
COMPANY,NI,GBP,SWIFT,
PERSONAL,NL,CNY,SWIFT,
COMPANY,NL,CNY,SWIFT,
PERSONAL,NO,NZD,SWIFT,
COMPANY,NO,NZD,SWIFT,
PERSONAL,NO,CHF,SWIFT,
COMPANY,NO,CHF,SWIFT,
PERSONAL,NP,NZD,SWIFT,
COMPANY,NP,NZD,SWIFT,
PERSONAL,PF,THB,SWIFT,
COMPANY,PF,THB,SWIFT,
PERSONAL,PT,GBP,SWIFT,
COMPANY,PT,GBP,SWIFT,
PERSONAL,TH,HKD,SWIFT,
COMPANY,TH,HKD,SWIFT,
PERSONAL,UA,AUD,SWIFT,
COMPANY,UA,AUD,SWIFT,
PERSONAL,US,JPY,SWIFT,
COMPANY,US,JPY,SWIFT,
PERSONAL,UZ,GBP,SWIFT,
COMPANY,UZ,GBP,SWIFT,
PERSONAL,VN,GBP,SWIFT,
COMPANY,VN,GBP,SWIFT,
PERSONAL,VU,NZD,SWIFT,
COMPANY,VU,NZD,SWIFT,
PERSONAL,AE,CAD,SWIFT,
COMPANY,AE,CAD,SWIFT,
PERSONAL,AN,GBP,SWIFT,
COMPANY,AN,GBP,SWIFT,
PERSONAL,BG,USD,SWIFT,
COMPANY,BG,USD,SWIFT,
PERSONAL,CA,AUD,SWIFT,
COMPANY,CA,AUD,SWIFT,
PERSONAL,CO,CNY,SWIFT,
COMPANY,CO,CNY,SWIFT,
PERSONAL,CO,HKD,SWIFT,
COMPANY,CO,HKD,SWIFT,
PERSONAL,CO,SGD,SWIFT,
COMPANY,CO,SGD,SWIFT,
PERSONAL,CR,JPY,SWIFT,
COMPANY,CR,JPY,SWIFT,
PERSONAL,CZ,CHF,SWIFT,
COMPANY,CZ,CHF,SWIFT,
PERSONAL,DE,EUR,LOCAL SWIFT,
COMPANY,DE,EUR,LOCAL SWIFT,
PERSONAL,DZ,CAD,SWIFT,
COMPANY,DZ,CAD,SWIFT,
PERSONAL,DZ,JPY,SWIFT,
COMPANY,DZ,JPY,SWIFT,
PERSONAL,DZ,THB,SWIFT,
COMPANY,DZ,THB,SWIFT,
PERSONAL,ES,CAD,SWIFT,
COMPANY,ES,CAD,SWIFT,
PERSONAL,ES,JPY,SWIFT,
COMPANY,ES,JPY,SWIFT,
PERSONAL,FI,NZD,SWIFT,
COMPANY,FI,NZD,SWIFT,
PERSONAL,FJ,THB,SWIFT,
COMPANY,FJ,THB,SWIFT,
PERSONAL,FR,CHF,SWIFT,
COMPANY,FR,CHF,SWIFT,
PERSONAL,GB,CHF,SWIFT,
COMPANY,GB,CHF,SWIFT,
PERSONAL,GD,HKD,SWIFT,
COMPANY,GD,HKD,SWIFT,
PERSONAL,GI,EUR,SWIFT,
COMPANY,GI,EUR,SWIFT,
PERSONAL,GQ,NZD,SWIFT,
COMPANY,GQ,NZD,SWIFT,
PERSONAL,HK,GBP,SWIFT,
COMPANY,HK,GBP,SWIFT,
PERSONAL,JM,EUR,SWIFT,
COMPANY,JM,EUR,SWIFT,
PERSONAL,JM,JPY,SWIFT,
COMPANY,JM,JPY,SWIFT,
PERSONAL,JP,HKD,SWIFT,
COMPANY,JP,HKD,SWIFT,
PERSONAL,KG,CAD,SWIFT,
